0,0,0,0,0,0,0.086376,0.25571,0.42009,0.59359,0.75629,0.81838,0.38348,0.75307,0.58117,0.44966,0.36193,0.40449,0.25488,0.036188,0,0,0,0,0,0,0,0,0,0,0.43316,0.53762,0.52499,0.52311,0.58184,0.6365,0.6722,0.63425,0.61571,0.63654,0.551,0.57264,0.59263,0.54968,0,0,0,0,0,0,0,0,0,0,0.63158,0.65599,0.70898,0.72482,0.72557,0.72586,0.72824,0.71879,0.77671,0.77973,0.76046,0.78961,0.79173,0.80377,0,0,0,0
0,0,0,0,0,0,0.078334,0.24501,0.40369,0.57321,0.70118,0.84453,0.80532,0.081812,0.17822,0.16533,0.035034,0.16929,0.089614,0.027182,0,0,0,0,0,0,0,0,0,0,0.50092,0.50563,0.55527,0.58657,0.64556,0.67929,0.68685,0.72795,0.70347,0.68635,0.5819,0.63156,0.6383,0.64449,0,0,0,0,0,0,0,0,0,0,0.63169,0.68487,0.71936,0.75881,0.77569,0.80038,0.80534,0.78664,0.81093,0.87637,0.81526,0.84365,0.75173,0.62955,0,0,0,0
0,0,0,0,0,0,0.0059448,0.056667,0.22311,0.5336,0.69465,0.66715,0.57644,0.59086,0.49571,0.51061,0.13355,0.42727,0.2023,0.046369,0,0,0,0,0,0,0,0,0,0,0.43057,0.45865,0.47988,0.49653,0.49673,0.50272,0.51757,0.53607,0.57803,0.58041,0.43363,0.42424,0.43788,0.45145,0,0,0,0,0,0,0,0,0,0,0.66814,0.70444,0.71059,0.70614,0.69656,0.7049,0.70867,0.72401,0.74879,0.73063,0.71918,0.76159,0.75313,0.7211,0,0,0,0
0,0,0,0,0,0,0.05364,0.211,0.32671,0.44666,0.3555,0.25894,0.2928,0.38435,0.5048,0.24717,0.28,0.22623,0.11187,0.043162,0,0,0,0,0,0,0,0,0,0,0.35534,0.40608,0.43903,0.45439,0.47522,0.51284,0.54217,0.57656,0.60934,0.57677,0.55666,0.54427,0.5491,0.52368,0,0,0,0,0,0,0,0,0,0,0.60132,0.65922,0.68421,0.68322,0.71927,0.74381,0.76214,0.78661,0.75633,0.74858,0.75596,0.75752,0.74136,0.73818,0,0,0,0
0,0,0,0,0,0,0.079717,0.26254,0.32396,0.41414,0.66205,0.7498,0.7093,0.86042,0.71098,0.2131,0.45596,0.39117,0.13574,0.038205,0,0,0,0,0,0,0,0,0,0,0.47731,0.5266,0.50782,0.55578,0.59856,0.66432,0.7107,0.73381,0.76251,0.77774,0.74876,0.57505,0.62437,0.58258,0,0,0,0,0,0,0,0,0,0,0.50263,0.56255,0.63491,0.66406,0.69408,0.7465,0.68539,0.65461,0.6561,0.62407,0.63311,0.58814,0.58099,0.63087,0,0,0,0
0,0,0,0,0,0,0.080778,0.24163,0.41585,0.58309,0.73255,0.85106,0.89311,0.84948,0.81383,0.68299,0.33366,0.20681,0.20771,0.080725,0,0,0,0,0,0,0,0,0,0,0.40675,0.50437,0.59975,0.67683,0.74098,0.78751,0.76649,0.78186,0.76956,0.77855,0.76892,0.77801,0.74543,0.68748,0,0,0,0,0,0,0,0,0,0,0.52141,0.57691,0.59294,0.58924,0.59658,0.55302,0.60571,0.57045,0.59733,0.63572,0.63987,0.68,0.68262,0.68926,0,0,0,0
0,0,0,0,0,0,0.07815,0.2426,0.39337,0.57867,0.73388,0.84082,0.3358,0.4027,0.29001,0.42829,0.2956,0.36793,0.1284,0.071743,0,0,0,0,0,0,0,0,0,0,0.46396,0.55398,0.63055,0.66342,0.68855,0.74692,0.80683,0.84836,0.86423,0.86786,0.87974,0.87357,0.84109,0.79427,0,0,0,0,0,0,0,0,0,0,0.62947,0.66846,0.71818,0.79779,0.76265,0.69356,0.58378,0.43752,0.43424,0.45761,0.46198,0.49296,0.58905,0.62466,0,0,0,0
0,0,0,0,0,0,0.076857,0.24372,0.41638,0.57915,0.72439,0.84147,0.88647,0.87621,0.80803,0.64714,0.56508,0.40775,0.23311,0.085492,0,0,0,0,0,0,0,0,0,0,0.47979,0.44552,0.4601,0.47803,0.49626,0.53486,0.57348,0.6173,0.65263,0.67834,0.6918,0.7033,0.70079,0.64549,0,0,0,0,0,0,0,0,0,0,0.40592,0.58832,0.63622,0.63768,0.65375,0.67975,0.70431,0.71854,0.71574,0.73699,0.74919,0.72825,0.74313,0.7328,0,0,0,0
0,0,0,0,0,0,0.060959,0.18841,0.41327,0.42219,0.5924,0.81314,0.88571,0.87071,0.77862,0.70791,0.4711,0.38431,0.21453,0.033968,0,0,0,0,0,0,0,0,0,0,0.46289,0.53176,0.59761,0.62824,0.672,0.73138,0.75442,0.77582,0.80984,0.81503,0.84078,0.78344,0.75132,0.716,0,0,0,0,0,0,0,0,0,0,0.54439,0.6333,0.65797,0.69471,0.7179,0.64456,0.67643,0.71669,0.69642,0.71371,0.73515,0.93776,0.92264,0.95695,0,0,0,0
0,0,0,0,0,0,0.050209,0.17169,0.33021,0.54032,0.78338,0.78971,0.79076,0.81516,0.75375,0.49126,0.50267,0.27433,0.10004,0.043735,0,0,0,0,0,0,0,0,0,0,0.47967,0.53591,0.59839,0.66705,0.69273,0.73902,0.77344,0.80432,0.78716,0.79686,0.80591,0.72917,0.60323,0.64721,0,0,0,0,0,0,0,0,0,0,0.6102,0.69251,0.70706,0.73902,0.76965,0.83534,0.87946,0.7875,0.78615,0.62636,0.57822,0.59616,0.63889,0.61893,0,0,0,0
