0,0,0,0,0,0,0.078334,0.24501,0.40369,0.57321,0.70118,0.84453,0.80532,0.081812,0.17822,0.16533,0.035034,0.16929,0.089614,0.027182,0,0,0,0
0,0,0,0,0,0,0.0059448,0.056667,0.22311,0.5336,0.69465,0.66715,0.57644,0.59086,0.49571,0.51061,0.13355,0.42727,0.2023,0.046369,0,0,0,0
0,0,0,0,0,0,0.05364,0.211,0.32671,0.44666,0.3555,0.25894,0.2928,0.38435,0.5048,0.24717,0.28,0.22623,0.11187,0.043162,0,0,0,0
0,0,0,0,0,0,0.079717,0.26254,0.32396,0.41414,0.66205,0.7498,0.7093,0.86042,0.71098,0.2131,0.45596,0.39117,0.13574,0.038205,0,0,0,0
0,0,0,0,0,0,0.080778,0.24163,0.41585,0.58309,0.73255,0.85106,0.89311,0.84948,0.81383,0.68299,0.33366,0.20681,0.20771,0.080725,0,0,0,0
0,0,0,0,0,0,0.07815,0.2426,0.39337,0.57867,0.73388,0.84082,0.3358,0.4027,0.29001,0.42829,0.2956,0.36793,0.1284,0.071743,0,0,0,0
0,0,0,0,0,0,0.076857,0.24372,0.41638,0.57915,0.72439,0.84147,0.88647,0.87621,0.80803,0.64714,0.56508,0.40775,0.23311,0.085492,0,0,0,0
0,0,0,0,0,0,0.060959,0.18841,0.41327,0.42219,0.5924,0.81314,0.88571,0.87071,0.77862,0.70791,0.4711,0.38431,0.21453,0.033968,0,0,0,0
0,0,0,0,0,0,0.050209,0.17169,0.33021,0.54032,0.78338,0.78971,0.79076,0.81516,0.75375,0.49126,0.50267,0.27433,0.10004,0.043735,0,0,0,0
0,0,0,0,0,0,0.048859,0.2148,0.40339,0.49931,0.7049,0.83535,0.84247,0.62741,0.17772,0.16304,0.26047,0.021393,0.023695,0.066714,0,0,0,0
0,0,0,0,0,0,0.072742,0.22272,0.4246,0.59107,0.44834,0.50642,0.47627,0.67486,0.28828,0.20711,0.33553,0.44869,0.21103,0.065572,0.00060335,0,0,0
0,0,0,0,0,0,0.069346,0.22528,0.39198,0.55353,0.71512,0.30862,0.16006,0.018426,0.1795,0.60008,0.29071,0.3559,0.17572,0.048784,0,0,0,0
0,0,0,0,0,0,0.063398,0.22376,0.39304,0.54882,0.71666,0.83478,0.8746,0.67365,0.7459,0.7364,0.60443,0.43212,0.26001,0.11146,0.00084727,0,0,0
0,0,0,0,0,0,0.062827,0.21766,0.38219,0.5486,0.71372,0.82875,0.88471,0.87827,0.79528,0.71121,0.23729,0.16114,0.17968,0.051951,0.0013461,0,0,0
0,0,0,0,0,0,0.064844,0.22856,0.40297,0.56918,0.72444,0.83969,0.88469,0.86735,0.81237,0.70815,0.58458,0.41049,0.23687,0.082177,0,0,0,0
0,0,0,0,0,0,0.063834,0.22501,0.39485,0.55506,0.71229,0.82809,0.86582,0.87428,0.80803,0.69079,0.44096,0.28144,0.22682,0.071594,0,0,0,0
0,0,0,0,0,0,0.046926,0.14447,0.30999,0.48467,0.69921,0.8184,0.85845,0.85866,0.80459,0.70451,0.58099,0.40808,0.2451,0.069763,0,0,0,0
0,0,0,0,0,0,0.056436,0.15658,0.35684,0.56704,0.63777,0.36496,0.27852,0.46569,0.58327,0.45113,0.29739,0.25223,0.076868,0.048755,0,0,0,0
0,0,0,0,0,0,0.074199,0.24467,0.2934,0.31642,0.43052,0.88761,0.7603,0.58627,0.68377,0.64042,0.47076,0.35551,0.17263,0.060255,0,0,0,0
0,0,0,0,0,0,0.032435,0.067432,0.063983,0.10479,0.17663,0.18902,0.11934,0.28464,0.65117,0.56114,0.36038,0.30605,0.18088,0.051703,0,0,0,0
0,0,0,0,0,0,0.027834,0.17044,0.39027,0.54334,0.70341,0.81313,0.85824,0.8644,0.8108,0.1603,0.39416,0.27369,0.18074,0.03899,0,0,0,0
0,0,0,0,0,0,0.026099,0.19606,0.38629,0.54303,0.72906,0.85176,0.87813,0.89615,0.62442,0.66624,0.61299,0.3484,0.25203,0.052974,0,0,0,0
